RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
9072,15610643,De Luca,435,Germany,Male,44,3,151739.65,1,1,0,167461.5,0,0,4,GOLD,412,22.62
9079,15705448,Gilbert,647,Germany,Male,52,7,130013.12,1,1,1,190806.36,1,1,4,SILVER,309,29.59
9113,15567339,Shaw,735,France,Male,73,9,0.0,1,1,1,114283.33,0,0,1,SILVER,393,24.43
9117,15672082,Schatz,562,France,Male,62,3,0.0,2,1,0,105986.01,0,0,2,GOLD,845,22.95
9136,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1,1,5,SILVER,541,32.91
9146,15621768,Chukwuhaenye,712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0,0,1,SILVER,847,22.47
9152,15747974,Sabbatini,614,France,Male,49,1,0.0,2,1,0,192440.54,0,0,1,DIAMOND,449,12.99
9157,15679551,Colombo,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1,1,2,GOLD,461,17.61
9164,15802368,Ch'eng,608,France,Female,47,6,0.0,1,1,1,126012.57,0,0,5,SILVER,725,35.25
9170,15659002,Mazzanti,766,France,Female,45,6,0.0,2,0,0,147184.74,0,0,3,PLATINUM,298,24.98
9175,15628059,DeRose,529,France,Male,61,1,0.0,2,1,1,191370.97,0,0,5,SILVER,589,28.39
9181,15568326,Kenenna,637,France,Female,44,2,0.0,2,1,0,149665.65,0,0,2,GOLD,348,16.48
9187,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0,0,4,PLATINUM,949,31.990000000000002
9191,15798943,Alexander,646,France,Female,46,8,0.0,2,1,0,133059.15,0,0,5,DIAMOND,594,36.94
9204,15774401,Chambers,773,Spain,Male,51,4,0.0,2,0,0,123587.83,1,1,4,SILVER,562,27.62
9221,15600399,Trentino,598,France,Male,60,4,0.0,1,1,0,197727.14,1,1,3,DIAMOND,361,20.61
9224,15623489,Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48,0,0,3,SILVER,809,21.09
9237,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0,0,5,DIAMOND,441,30.41
9239,15639133,Ku,773,France,Female,50,4,0.0,2,1,0,129372.94,0,0,4,GOLD,504,27.04
9241,15723872,Buccho,589,Spain,Female,46,10,0.0,2,0,1,168369.37,0,0,3,DIAMOND,821,38.21
9254,15667321,Cocci,644,Spain,Male,49,10,0.0,2,1,1,145089.64,0,0,4,SILVER,511,38.11
9262,15677117,Crawford,629,France,Female,61,6,0.0,2,1,1,133672.61,0,0,5,GOLD,803,38.03
9277,15623989,Griffin,435,France,Male,54,3,0.0,1,1,0,156910.46,1,1,4,SILVER,832,26.82
9281,15614847,Townsend,674,France,Female,45,6,72494.69,1,0,1,140041.78,0,0,3,DIAMOND,839,30.39
9293,15677764,Chao,461,Germany,Female,74,1,186445.31,2,1,1,196767.83,0,0,3,GOLD,885,25.35
9296,15740868,Pirogova,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0,0,5,DIAMOND,528,37.78
9311,15733032,Butler,651,Spain,Male,47,2,0.0,2,1,1,119808.64,0,0,5,PLATINUM,758,31.58
9319,15611786,Tsui,668,Spain,Female,69,9,0.0,1,0,1,134483.07,0,0,5,PLATINUM,397,36.47
9322,15686099,Ruse,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1,1,1,GOLD,401,10.51
9324,15815316,Kennedy,644,France,Male,50,9,76817.0,4,1,0,196371.13,1,1,4,PLATINUM,381,37.31
9325,15778489,Bolton,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0,0,1,PLATINUM,408,26.58
9337,15594450,Tomlinson,695,France,Male,49,9,159458.53,1,1,0,135841.35,0,0,5,GOLD,360,34.1
9338,15797751,Pai,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,1,1,2,GOLD,692,24.42
9346,15758048,Miah,582,France,Male,50,2,148942.0,1,1,1,116944.3,0,0,1,PLATINUM,612,16.12
9352,15606076,Golubev,718,Germany,Male,63,7,123204.88,1,1,1,100538.8,0,0,1,SILVER,831,25.810000000000002
9362,15641773,Browne,580,Germany,Male,45,2,179334.83,2,1,1,169303.65,0,0,5,SILVER,928,33.28
9365,15780362,Ferrari,607,France,Female,49,9,119960.29,2,1,0,103068.22,0,0,2,PLATINUM,768,31.18
9377,15657306,Kershaw,567,France,Female,47,2,0.0,1,0,0,110900.43,1,1,5,DIAMOND,545,25.45
9381,15597109,Vanzetti,627,France,Male,70,1,94416.78,1,0,1,145299.5,0,0,2,DIAMOND,784,19.34
9396,15800961,Ugorji,627,Germany,Male,52,1,76101.81,2,0,1,177238.35,0,0,4,PLATINUM,364,23.14
9403,15674156,Tretiakova,810,Germany,Male,69,3,27288.43,1,1,1,110509.9,0,0,3,SILVER,618,23.68
9411,15734659,Sozonov,640,Germany,Female,46,5,107978.4,2,1,0,155876.06,0,0,3,PLATINUM,279,23.29
9414,15737732,Onwuemelie,751,France,Female,44,10,0.0,2,1,0,170634.49,0,0,1,SILVER,283,24.83
9415,15632280,Toth,544,Spain,Female,53,9,0.0,1,1,0,125692.07,1,1,4,DIAMOND,364,31.14
9427,15675518,Charlton,499,Spain,Female,53,1,75225.53,2,0,0,144849.1,1,1,4,SILVER,424,21.740000000000002
9439,15641175,Munro,701,Germany,Male,63,3,120916.52,3,0,0,144727.45,1,1,1,DIAMOND,566,19.16
9444,15687001,Chiemenam,596,Germany,Male,54,1,123544.0,1,1,1,120314.75,1,1,3,DIAMOND,600,20.5
9455,15739248,Lin,727,France,Male,52,4,0.0,2,1,1,118429.02,0,0,1,SILVER,647,21.47
9460,15640580,Obiora,650,France,Female,47,9,0.0,1,1,0,187943.6,0,0,4,DIAMOND,600,33.5
9463,15737385,Curtis,800,Spain,Female,46,6,0.0,2,1,0,171928.04,0,0,2,SILVER,471,23.71
9467,15592716,Clarke,559,France,Male,52,2,0.0,1,1,0,129013.59,1,1,3,DIAMOND,899,22.990000000000002
9473,15579345,Murphy,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0,0,5,PLATINUM,322,22.22
9475,15631481,Thomson,673,France,Male,51,8,79563.36,2,1,1,172200.91,0,0,3,PLATINUM,419,31.19
9476,15620988,Murray,616,France,Male,46,2,0.0,2,1,0,137136.46,0,0,2,GOLD,646,19.46
9479,15651900,Bergamaschi,782,Germany,Female,53,1,81571.05,1,1,0,182960.46,1,1,4,DIAMOND,389,19.39
9493,15775192,Rounsevell,732,Germany,Female,48,4,102962.62,1,1,0,120852.85,1,1,3,DIAMOND,287,19.87
9507,15661380,Walker,682,France,Male,69,6,0.0,2,0,1,149604.18,0,0,2,PLATINUM,547,26.47
9514,15566378,Tillman,515,France,Male,48,5,129387.94,1,0,1,147955.91,1,1,3,SILVER,269,23.19
9519,15714920,Balashov,585,Germany,Male,44,7,163867.86,1,1,1,112333.22,0,0,1,PLATINUM,473,22.23
9526,15699415,Lewis,618,France,Female,46,6,150213.71,1,1,0,120668.46,1,1,2,PLATINUM,955,26.55
9541,15634551,Williamson,727,Germany,Male,46,3,115248.11,4,1,0,130752.01,1,1,3,DIAMOND,343,24.93
9546,15570073,Marian,721,Spain,Male,57,1,0.0,1,1,1,195940.96,0,0,4,PLATINUM,226,19.759999999999998
9558,15757310,Otitodilichukwu,655,Germany,Male,67,6,148363.38,1,1,1,186995.17,0,0,5,PLATINUM,241,30.41
9580,15640407,Chidiegwu,821,Germany,Male,45,0,135827.33,2,1,1,131778.58,0,0,5,PLATINUM,945,30.45
9588,15653050,Norriss,719,Germany,Female,76,10,95052.29,1,1,0,176244.87,0,0,4,DIAMOND,517,34.17
9609,15638247,Boan,700,Spain,Male,44,9,0.0,2,1,0,142287.65,0,0,4,DIAMOND,533,34.83
9616,15664860,Chao,692,Spain,Female,47,3,0.0,2,1,0,150802.41,1,1,3,SILVER,525,22.75
9626,15732437,Rowley,504,Germany,Female,44,0,131873.07,2,1,1,158036.72,1,1,3,GOLD,646,21.46
9639,15662337,Baldwin,744,Germany,Female,50,1,121498.11,2,0,1,106061.47,1,1,2,GOLD,271,16.21
9654,15735799,Maconochie,527,Germany,Male,58,3,137318.42,1,1,1,126144.96,0,0,4,PLATINUM,379,24.29
9672,15636061,Pope,649,Germany,Male,78,4,68345.86,2,1,1,142566.75,0,0,2,PLATINUM,446,22.46
9674,15784148,Beneventi,643,France,Male,62,9,0.0,2,0,0,155870.82,0,0,5,PLATINUM,652,39.019999999999996
9689,15730579,Ward,850,France,Male,68,5,169445.4,1,1,1,186335.07,0,0,4,PLATINUM,618,29.68
9690,15728005,Urban,698,France,Female,57,9,111359.55,2,1,0,105715.01,0,0,5,GOLD,567,38.17
9693,15693690,Iweobiegbunam,574,Spain,Male,52,7,115532.52,1,1,0,196257.67,0,0,3,GOLD,625,27.75
9699,15771477,Fiorentini,779,France,Male,49,9,106160.37,1,0,0,116893.87,0,0,4,PLATINUM,905,36.55
9719,15704053,T'ang,710,Spain,Male,62,3,131078.42,2,1,0,119348.76,1,1,2,PLATINUM,517,19.67
9720,15724321,Baresi,516,Germany,Female,47,9,128298.74,1,0,0,149614.17,1,1,1,SILVER,630,24.8
9728,15807728,Ferri,530,France,Female,45,1,0.0,1,0,1,190663.89,1,1,2,PLATINUM,695,18.45
9748,15775761,Iweobiegbunam,610,Germany,Female,69,5,86038.21,3,0,0,192743.06,1,1,1,DIAMOND,613,22.63
9752,15789339,Yen,681,France,Male,59,4,122781.51,1,0,1,140166.95,0,0,2,DIAMOND,401,20.009999999999998
9754,15705174,Chiedozie,656,Germany,Male,68,7,153545.11,1,1,1,186574.68,0,0,2,DIAMOND,430,24.8
9770,15703707,Atkins,656,France,Male,44,10,143571.52,1,0,0,127444.14,0,0,1,DIAMOND,614,26.14
9782,15650424,Bryant,641,France,Female,48,3,147341.43,1,1,1,157458.61,1,1,3,DIAMOND,611,23.61
9784,15680430,Ajuluchukwu,601,Germany,Female,49,4,96252.98,2,1,0,104263.82,0,0,4,GOLD,390,25.9
9790,15814040,Munroe,610,France,Female,45,1,0.0,2,1,1,199657.46,0,0,3,DIAMOND,571,22.21
9817,15649508,Chin,643,Spain,Male,48,8,0.0,2,1,0,174729.3,0,0,1,SILVER,976,28.759999999999998
9835,15799358,Vincent,516,France,Female,46,6,62212.29,1,0,1,171681.86,1,1,2,GOLD,937,28.369999999999997
9842,15736327,Manna,567,Germany,Female,46,1,68238.51,2,1,1,109572.58,0,0,3,PLATINUM,281,19.31
9860,15615430,Adams,678,Germany,Male,55,4,129646.91,1,1,1,184125.1,1,1,5,SILVER,482,29.82
9875,15671358,Fletcher,720,France,Male,44,4,0.0,2,1,0,163471.01,0,0,1,PLATINUM,311,16.11
9880,15669414,Pisano,486,Germany,Male,62,9,118356.89,2,1,0,168034.83,1,1,2,PLATINUM,299,26.490000000000002
9892,15731755,Hull,680,France,Male,49,10,0.0,2,1,0,187008.45,0,0,2,PLATINUM,933,34.33
9898,15810563,Ho,678,Spain,Female,61,8,0.0,2,1,1,159938.82,0,0,1,SILVER,617,27.17
9909,15721469,Mach,492,Germany,Male,45,9,170295.04,2,0,0,164741.81,0,0,1,GOLD,594,26.44
9914,15590177,Chiedozie,718,France,Female,44,1,133866.22,1,0,1,139049.24,0,0,3,GOLD,445,18.95
9917,15770516,Evdokimov,616,Spain,Female,44,7,193213.02,2,1,1,137392.77,0,0,1,GOLD,364,23.14
9918,15755731,Davis,635,Germany,Male,53,8,117005.55,1,0,1,123646.57,1,1,3,SILVER,882,33.82
9934,15765375,Butusov,797,France,Female,46,8,0.0,1,0,0,162668.33,0,0,5,SILVER,968,38.68
9940,15808971,Lajoie,693,Spain,Female,57,9,0.0,2,1,1,135502.77,0,0,4,SILVER,401,35.51
9946,15674000,Cattaneo,645,France,Male,44,10,0.0,2,0,1,166707.22,0,0,4,PLATINUM,990,42.9
9957,15707861,Nucci,520,France,Female,46,10,85216.61,1,1,0,117369.52,1,1,1,GOLD,669,26.69
9962,15566543,Aldridge,573,Spain,Male,44,9,0.0,2,1,0,107124.17,0,0,2,PLATINUM,760,31.1
9968,15603794,Pugliesi,623,France,Male,48,5,118469.38,1,1,1,158590.25,0,0,4,PLATINUM,346,26.96
9976,15666295,Smith,610,Germany,Male,50,1,113957.01,2,1,0,196526.55,1,1,4,SILVER,264,20.14
9983,15768163,Griffin,655,Germany,Female,46,7,137145.12,1,1,0,115146.4,1,1,4,GOLD,591,30.41
